2,2
4,3
8,4
16,5
5,6
10,7
20,8
40,9
80,10
160,11
53,12
106,13
35,14
70,15
23,16
46,17
92,18
184,19
61,20
122,21
244,22
488,23
976,24
325,25
650,26
1300,27
433,28
866,29
1732,30
577,31
1154,32
2308,33
4616,34
9232,35
3077,36
6154,37
2051,38
4102,39
1367,40
2734,41
911,42
1822,43
3644,44
7288,45
2429,46
4858,47
1619,48
3238,49
1079,50
2158,51
719,52
1438,53
479,54
958,55
319,56
638,57
1276,58
425,59
850,60
283,61
566,62
1132,63
377,64
754,65
251,66
502,67
167,68
334,69
668,70
1336,71
445,72
890,73
1780,74
593,75
1186,76
395,77
790,78
263,79
526,80
175,81
350,82
700,83
233,84
466,85
155,86
310,87
103,88
206,89
412,90
137,91
274,92
91,93
182,94
364,95
121,96
242,97
484,98
161,99
322,100
107,101
214,102
71,103
142,104
47,105
94,106
188,107
376,108
125,109
250,110
83,111
166,112
55,113
110,114
220,115
73,116
146,117
292,118
97,119
194,120
388,121
776,122
1552,123
517,124
1034,125
2068,126
689,127
1378,128
2756,129
5512,130
1837,131
3674,132
7348,133
2449,134
4898,135
9796,136
19592,137
39184,138
13061,139
26122,140
8707,141
17414,142
34828,143
11609,144
23218,145
7739,146
15478,147
5159,148
10318,149
3439,150
6878,151
13756,152
4585,153
9170,154
18340,155
6113,156
12226,157
4075,158
8150,159
16300,160
32600,161
65200,162
130400,163
260800,164
86933,165
173866,166
347732,167
695464,168
231821,169
463642,170
154547,171
309094,172
103031,173
206062,174
68687,175
137374,176
45791,177
91582,178
30527,179
61054,180
20351,181
40702,182
13567,183
27134,184
54268,185
18089,186
36178,187
12059,188
24118,189
8039,190
16078,191
5359,192
10718,193
21436,194
7145,195
14290,196
4763,197
9526,198
3175,199
6350,200
12700,201
25400,202
50800,203
101600,204
203200,205
67733,206
135466,207
45155,208
90310,209
30103,210
60206,211
120412,212
240824,213
481648,214
963296,215
1926592,216
3853184,217
7706368,218
15412736,219
30825472,220
10275157,221
20550314,222
41100628,223
13700209,224
27400418,225
54800836,226
109601672,227
219203344,228
438406688,229
876813376,230
292271125,231
584542250,232
1169084500,233
389694833,234
779389666,235
259796555,236
519593110,237
173197703,238
346395406,239
692790812,240
1385581624,241
461860541,242
923721082,243
307907027,244
615814054,245
205271351,246
410542702,247
136847567,248
273695134,249
